date,crop_type,location,temperature,humidity,rainfall,soil_moisture,ph_level,nitrogen,phosphorus,potassium,yield,price,year,month,season,quarter,temp_stress,humidity_stress,weather_stress_score,soil_health_score,market_demand,price_trend
2020-02-08,Soybeans,Karnataka,19.2,48.1,4.4,55.5,7.56,204.0,27.0,168.0,97.6,4715.78,2020,2,1,1,0,0,0,0.2508333333333333,medium,rising
2020-02-09,Corn,Uttar Pradesh,13.8,35.3,1.8,37.2,7.0,202.0,85.0,132.0,75.5,2001.46,2020,2,1,1,1,1,2,0.24916666666666668,medium,rising
2020-02-10,Cotton,Rajasthan,22.6,49.6,0.6,61.0,6.68,271.0,93.0,179.0,68.1,7997.67,2020,2,1,1,0,0,0,0.565,medium,rising
2020-02-11,Corn,Rajasthan,20.7,34.2,0.1,54.0,6.44,241.0,150.0,150.0,81.0,1658.1,2020,2,1,1,0,1,1,0.5533333333333335,medium,falling
2020-02-11,Rice,Gujarat,14.4,45.2,2.2,50.2,6.96,222.0,132.0,161.0,70.9,3514.47,2020,2,1,1,1,0,1,0.5475,medium,rising
2020-02-12,Soybeans,Gujarat,18.0,27.4,0.6,53.9,6.38,233.0,95.0,181.0,109.1,5553.86,2020,2,1,1,0,1,1,0.4458333333333333,medium,rising
2020-02-12,Soybeans,Punjab,15.0,52.4,1.3,48.9,7.51,180.0,101.0,167.0,102.0,3986.34,2020,2,1,1,0,0,0,0.42791666666666667,medium,falling
2020-02-13,Corn,Maharashtra,19.3,42.1,4.1,34.7,6.97,202.0,98.0,189.0,104.2,1632.87,2020,2,1,1,0,0,0,0.47875,medium,falling
2020-02-13,Soybeans,Karnataka,13.5,36.1,1.7,55.4,6.72,241.0,132.0,59.0,80.5,4792.87,2020,2,1,1,1,1,2,0.225,medium,rising
2020-02-13,Rice,Madhya Pradesh,10.0,37.9,0.8,50.7,6.91,164.0,89.0,231.0,77.8,2658.34,2020,2,1,1,1,1,2,0.48625,medium,falling
2020-02-14,Rice,Karnataka,13.9,34.3,1.7,38.0,7.64,211.0,82.0,105.0,81.1,3063.37,2020,2,1,1,1,1,2,0.2516666666666666,medium,rising
2020-02-14,Rice,Maharashtra,14.8,51.3,4.3,54.0,6.93,164.0,67.0,160.0,86.7,3437.53,2020,2,1,1,1,0,1,0.17874999999999996,medium,rising
2020-02-15,Corn,Haryana,18.1,38.7,2.2,62.5,7.98,201.0,84.0,101.0,130.0,1821.55,2020,2,1,1,0,1,1,0.2625,medium,rising
2020-02-15,Corn,Maharashtra,10.3,50.7,1.4,57.8,7.7,136.0,70.0,218.0,78.5,2114.11,2020,2,1,1,1,0,1,0.4083333333333333,medium,rising
2020-02-15,Soybeans,Rajasthan,24.4,37.1,15.0,66.9,7.4,239.0,114.0,231.0,84.6,4756.12,2020,2,1,1,0,1,1,0.8183333333333334,medium,rising
2020-02-16,Cotton,Rajasthan,15.0,52.9,1.2,30.3,6.05,197.0,111.0,97.0,67.1,6884.16,2020,2,1,1,0,0,0,0.08791666666666663,medium,rising
2020-02-17,Wheat,Maharashtra,17.0,36.5,1.7,41.2,7.11,209.0,46.0,115.0,107.6,1974.76,2020,2,1,1,0,1,1,0.09375000000000006,medium,falling
2020-02-17,Rice,Rajasthan,22.2,41.2,0.6,47.3,6.67,131.0,106.0,94.0,97.9,3097.29,2020,2,1,1,0,0,0,0.0,medium,rising
2020-02-17,Wheat,Maharashtra,12.6,39.0,1.9,43.0,7.06,192.0,110.0,135.0,75.5,2652.86,2020,2,1,1,1,1,2,0.32499999999999996,medium,rising
2020-02-18,Rice,Madhya Pradesh,18.1,48.5,2.0,47.1,7.19,196.0,115.0,149.0,96.9,2812.0,2020,2,1,1,0,0,0,0.41458333333333336,medium,rising
2020-02-18,Wheat,Uttar Pradesh,18.5,44.3,1.2,49.9,6.53,259.0,44.0,137.0,100.2,2186.25,2020,2,1,1,0,0,0,0.21291666666666673,medium,rising
2020-02-19,Cotton,Maharashtra,14.9,39.7,3.3,48.7,7.4,168.0,58.0,153.0,90.2,7900.83,2020,2,1,1,1,1,2,0.1941666666666667,medium,rising
2020-02-19,Cotton,Uttar Pradesh,18.1,41.2,1.7,51.0,6.46,250.0,114.0,143.0,108.2,6922.83,2020,2,1,1,0,0,0,0.435,medium,rising
2020-02-19,Wheat,Madhya Pradesh,18.3,29.8,2.8,61.8,6.87,83.0,152.0,107.0,99.0,2307.88,2020,2,1,1,0,1,1,0.07541666666666666,medium,rising
2020-02-20,Corn,Rajasthan,19.0,49.2,1.5,57.8,7.53,216.0,118.0,171.0,71.3,2136.51,2020,2,1,1,0,0,0,0.5904166666666667,medium,rising
2020-02-20,Soybeans,Rajasthan,22.9,50.9,0.8,46.7,6.0,232.0,43.0,120.0,70.3,5095.22,2020,2,1,1,0,0,0,0.019166666666666648,medium,rising
2020-02-21,Rice,Uttar Pradesh,13.4,34.6,2.7,50.9,6.83,179.0,23.0,105.0,82.6,3755.18,2020,2,1,1,1,1,2,0.0,medium,rising
2020-02-21,Cotton,Madhya Pradesh,15.6,34.3,7.5,58.1,6.65,199.0,104.0,177.0,119.0,6733.56,2020,2,1,1,0,1,1,0.41125000000000006,medium,rising
2020-02-21,Cotton,Uttar Pradesh,16.2,40.3,0.9,40.5,6.38,203.0,108.0,118.0,91.4,6407.98,2020,2,1,1,0,0,0,0.20416666666666664,medium,rising
2020-02-22,Soybeans,Punjab,17.5,47.1,1.4,40.8,6.12,333.0,123.0,223.0,108.7,4855.5,2020,2,1,1,0,0,0,0.8966666666666667,medium,rising
2020-02-22,Rice,Uttar Pradesh,12.6,39.6,2.0,50.1,8.01,206.0,90.0,170.0,76.4,3432.69,2020,2,1,1,1,1,2,0.5287499999999999,medium,rising
2020-02-23,Soybeans,Karnataka,15.8,44.0,0.5,54.2,6.89,118.0,84.0,184.0,89.7,3206.59,2020,2,1,1,0,0,0,0.19541666666666663,medium,falling
2020-02-24,Corn,Gujarat,18.3,40.6,1.4,55.6,7.57,182.0,55.0,139.0,78.4,1975.52,2020,2,1,1,0,0,0,0.19375000000000006,medium,rising
2020-02-25,Corn,Rajasthan,20.8,39.7,0.2,50.5,6.81,194.0,70.0,139.0,75.2,2217.71,2020,2,1,1,0,1,1,0.17874999999999994,medium,rising
2020-02-25,Corn,Gujarat,20.4,44.0,1.7,45.7,7.09,179.0,121.0,159.0,115.6,1906.02,2020,2,1,1,0,0,0,0.41291666666666665,medium,rising
2020-02-25,Wheat,Punjab,18.3,48.1,6.3,36.6,6.96,247.0,121.0,219.0,126.3,2370.56,2020,2,1,1,0,0,0,0.7666666666666666,medium,rising
2020-02-26,Wheat,Gujarat,19.3,44.5,1.7,45.7,6.71,200.0,100.0,190.0,107.6,2572.73,2020,2,1,1,0,0,0,0.45125,medium,rising
2020-02-26,Soybeans,Rajasthan,18.7,48.9,2.0,53.4,7.35,225.0,80.0,157.0,80.1,4123.71,2020,2,1,1,0,0,0,0.4170833333333333,medium,falling
2020-02-26,Soybeans,Madhya Pradesh,21.1,34.4,1.3,49.1,6.61,223.0,40.0,153.0,90.5,5056.46,2020,2,1,1,0,1,1,0.17291666666666672,medium,rising
2020-02-27,Wheat,Karnataka,18.4,37.8,1.9,43.6,7.47,191.0,128.0,159.0,87.1,2665.57,2020,2,1,1,0,1,1,0.5137499999999999,medium,rising
2020-02-27,Rice,Maharashtra,10.3,41.9,0.7,52.9,7.11,186.0,153.0,124.0,81.0,2051.71,2020,2,1,1,1,0,1,0.42291666666666666,medium,falling
2020-02-28,Soybeans,Maharashtra,17.9,40.9,0.5,61.9,6.76,180.0,124.0,154.0,116.3,5040.22,2020,2,1,1,0,0,0,0.3675,medium,rising
2020-02-29,Soybeans,Rajasthan,19.7,44.8,2.8,46.4,6.74,269.0,84.0,146.0,78.7,5203.44,2020,2,1,1,0,0,0,0.42750000000000005,medium,rising
2020-02-29,Wheat,Rajasthan,23.9,30.6,3.2,53.1,6.65,157.0,103.0,87.0,76.3,2001.41,2020,2,1,1,0,1,1,0.0029166666666667063,medium,falling
2020-02-29,Corn,Karnataka,20.2,37.1,6.4,53.5,6.53,200.0,81.0,164.0,116.6,1743.61,2020,2,1,1,0,1,1,0.27875000000000005,medium,falling
2020-03-01,Rice,Madhya Pradesh,11.2,25.0,0.2,52.2,7.01,196.0,95.0,125.0,78.4,2215.25,2020,3,2,1,1,1,2,0.24541666666666662,low,falling
2020-03-02,Cotton,Karnataka,11.5,56.6,3.3,52.3,6.7,164.0,112.0,135.0,86.7,8102.05,2020,3,2,1,1,0,1,0.21666666666666667,low,rising
2020-03-03,Cotton,Punjab,20.6,25.0,1.2,65.9,7.55,75.0,110.0,143.0,119.6,6218.21,2020,3,2,1,0,1,1,0.12041666666666664,low,falling
2020-03-04,Corn,Rajasthan,17.9,58.8,0.9,39.3,6.97,179.0,118.0,107.0,86.9,1708.83,2020,3,2,1,0,0,0,0.2145833333333333,low,falling
2020-03-05,Rice,Maharashtra,12.4,43.9,0.4,54.0,7.38,164.0,124.0,114.0,68.4,2377.76,2020,3,2,1,1,0,1,0.27166666666666667,low,falling
2020-03-06,Wheat,Karnataka,11.1,37.4,1.3,62.8,6.53,209.0,140.0,154.0,81.2,1944.71,2020,3,2,1,1,1,2,0.46458333333333335,low,falling
2020-03-07,Wheat,Gujarat,16.3,35.3,1.8,58.6,6.87,229.0,122.0,177.0,98.0,2050.34,2020,3,2,1,0,1,1,0.57375,low,falling
2020-03-07,Rice,Uttar Pradesh,17.6,29.8,0.7,64.5,7.73,207.0,69.0,150.0,95.5,2269.01,2020,3,2,1,0,1,1,0.3595833333333333,low,falling
2020-03-07,Cotton,Karnataka,13.6,37.4,1.1,39.4,7.05,173.0,76.0,154.0,90.3,5446.52,2020,3,2,1,1,1,2,0.22624999999999995,low,falling
2020-03-08,Soybeans,Gujarat,17.9,34.8,2.6,40.9,6.75,238.0,121.0,142.0,77.3,4427.96,2020,3,2,1,0,1,1,0.46124999999999994,low,rising
2020-03-08,Wheat,Haryana,15.3,31.5,1.6,46.9,7.51,259.0,69.0,163.0,134.3,1706.48,2020,3,2,1,0,1,1,0.5054166666666666,low,falling
2020-03-09,Rice,Punjab,20.5,29.7,2.2,59.2,6.94,148.0,140.0,163.0,127.4,2523.19,2020,3,2,1,0,1,1,0.3933333333333334,low,falling
2020-03-09,Wheat,Madhya Pradesh,15.9,47.5,0.6,67.5,6.61,188.0,109.0,141.0,106.7,1934.64,2020,3,2,1,0,0,0,0.2754166666666667,low,falling
2020-03-09,Rice,Karnataka,10.0,40.3,2.0,45.7,7.74,153.0,136.0,125.0,84.3,3061.82,2020,3,2,1,1,0,1,0.36583333333333334,low,rising
2020-03-10,Corn,Madhya Pradesh,14.0,41.5,0.5,53.6,7.48,215.0,68.0,182.0,92.3,1992.82,2020,3,2,1,1,0,1,0.4516666666666667,low,rising
2020-03-10,Cotton,Gujarat,11.5,27.1,0.2,52.2,6.86,185.0,113.0,211.0,91.8,7116.04,2020,3,2,1,1,1,2,0.5458333333333334,low,rising
2020-03-11,Wheat,Punjab,11.9,42.8,0.2,61.1,6.53,147.0,51.0,166.0,93.1,2002.13,2020,3,2,1,1,0,1,0.052916666666666695,low,falling
2020-03-11,Wheat,Punjab,17.4,31.3,4.4,41.2,7.62,282.0,97.0,242.0,104.7,1555.45,2020,3,2,1,0,1,1,0.9333333333333333,low,falling
2020-03-12,Soybeans,Haryana,12.0,42.0,1.6,36.7,6.0,191.0,82.0,91.0,94.2,4275.84,2020,3,2,1,1,0,1,0.0,low,falling
2020-03-12,Wheat,Madhya Pradesh,10.4,44.4,1.7,40.7,6.42,205.0,91.0,59.0,64.1,2657.76,2020,3,2,1,1,0,1,0.0,low,rising
2020-03-12,Rice,Rajasthan,18.1,39.3,1.1,33.2,6.96,195.0,123.0,72.0,100.5,2356.16,2020,3,2,1,0,1,1,0.1533333333333333,low,falling
2020-03-13,Wheat,Karnataka,10.0,38.4,1.5,43.0,6.84,199.0,102.0,143.0,69.2,2778.88,2020,3,2,1,1,1,2,0.315,low,rising
2020-03-14,Cotton,Maharashtra,15.0,46.1,0.2,55.5,6.84,258.0,115.0,86.0,106.1,5959.04,2020,3,2,1,0,0,0,0.3158333333333333,low,falling
2020-03-15,Cotton,Madhya Pradesh,18.8,25.0,0.7,50.2,6.97,142.0,99.0,134.0,99.2,5027.7,2020,3,2,1,0,1,1,0.14874999999999997,low,falling
2020-03-16,Wheat,Uttar Pradesh,15.9,46.9,0.8,59.3,6.83,170.0,87.0,137.0,97.8,1801.65,2020,3,2,1,0,0,0,0.17125,low,falling
2020-03-17,Wheat,Punjab,13.3,53.4,0.4,47.8,6.26,162.0,126.0,184.0,100.5,1476.6,2020,3,2,1,1,0,1,0.36666666666666664,low,falling
2020-03-17,Wheat,Gujarat,13.6,55.2,3.9,53.2,7.63,194.0,89.0,136.0,82.9,2437.94,2020,3,2,1,1,0,1,0.33458333333333334,low,rising
2020-03-17,Cotton,Punjab,16.3,52.7,0.7,56.2,6.53,315.0,173.0,151.0,123.3,4620.97,2020,3,2,1,0,0,0,0.8295833333333333,low,falling
2020-03-18,Soybeans,Rajasthan,15.5,41.9,0.5,64.4,6.69,253.0,109.0,191.0,88.0,3292.33,2020,3,2,1,0,0,0,0.6145833333333334,low,falling
2020-03-19,Rice,Karnataka,14.9,36.0,1.9,49.4,6.56,193.0,101.0,202.0,72.0,3108.65,2020,3,2,1,1,1,2,0.45833333333333326,low,rising
2020-03-19,Wheat,Karnataka,14.4,28.4,4.0,50.8,7.76,175.0,35.0,185.0,90.3,2164.97,2020,3,2,1,1,1,2,0.2866666666666666,low,rising
2020-03-20,Rice,Punjab,11.4,41.7,2.7,43.0,7.43,170.0,133.0,194.0,106.3,2309.24,2020,3,2,1,1,0,1,0.5895833333333332,low,falling
2020-03-20,Cotton,Haryana,13.8,41.1,0.2,47.5,6.95,191.0,115.0,153.0,88.7,5293.72,2020,3,2,1,1,0,1,0.3854166666666667,low,falling
2020-03-20,Rice,Uttar Pradesh,14.2,46.1,0.3,49.7,6.42,241.0,146.0,155.0,89.7,3043.72,2020,3,2,1,1,0,1,0.5541666666666667,low,rising
2020-03-21,Corn,Uttar Pradesh,11.9,40.8,1.8,41.5,6.51,209.0,63.0,160.0,94.9,1479.93,2020,3,2,1,1,0,1,0.22541666666666663,low,falling
2020-03-22,Soybeans,Uttar Pradesh,17.8,48.5,1.6,52.4,6.75,95.0,31.0,176.0,91.8,3719.52,2020,3,2,1,0,0,0,0.0,low,falling
2020-03-22,Cotton,Punjab,11.7,31.1,0.9,56.6,8.5,239.0,92.0,185.0,104.3,5665.84,2020,3,2,1,1,1,2,0.7291666666666667,low,falling
2020-03-23,Soybeans,Punjab,14.7,28.4,1.1,54.7,7.08,194.0,70.0,151.0,95.8,3988.51,2020,3,2,1,1,1,2,0.2525,low,falling
2020-03-23,Rice,Karnataka,14.6,44.1,0.3,50.5,6.6,223.0,82.0,144.0,77.2,3188.61,2020,3,2,1,1,0,1,0.2816666666666666,low,rising
2020-03-24,Corn,Madhya Pradesh,12.2,36.2,0.0,53.8,7.55,178.0,57.0,157.0,71.5,2036.35,2020,3,2,1,1,1,2,0.24791666666666667,low,rising
2020-03-25,Cotton,Punjab,12.3,53.3,3.9,57.6,6.92,134.0,110.0,179.0,92.5,5258.26,2020,3,2,1,1,0,1,0.30916666666666665,low,falling
2020-03-25,Wheat,Punjab,17.4,55.9,0.1,51.5,7.31,201.0,106.0,140.0,135.6,1807.21,2020,3,2,1,0,0,0,0.3820833333333333,low,falling
2020-03-26,Cotton,Haryana,16.9,38.8,2.3,54.0,7.09,197.0,100.0,112.0,110.9,3810.68,2020,3,2,1,0,1,1,0.23124999999999996,low,falling
2020-03-27,Corn,Karnataka,14.1,42.5,0.9,52.1,6.0,151.0,129.0,168.0,93.5,2124.32,2020,3,2,1,1,0,1,0.2633333333333333,low,rising
2020-03-27,Corn,Maharashtra,12.0,41.4,3.1,48.1,6.98,206.0,108.0,140.0,66.8,1907.47,2020,3,2,1,1,0,1,0.36000000000000004,low,rising
2020-03-27,Wheat,Rajasthan,17.4,37.4,0.1,46.3,7.85,138.0,112.0,220.0,71.0,2191.63,2020,3,2,1,0,1,1,0.5787499999999999,low,rising
2020-03-28,Cotton,Maharashtra,10.0,35.6,0.5,54.1,6.35,206.0,58.0,186.0,84.5,6614.59,2020,3,2,1,1,1,2,0.26791666666666664,low,rising
2020-03-29,Corn,Karnataka,11.8,40.8,0.0,41.9,6.7,220.0,111.0,116.0,82.3,1388.34,2020,3,2,1,1,0,1,0.29000000000000004,low,falling
2020-03-30,Soybeans,Maharashtra,12.5,54.5,1.0,41.2,7.6,128.0,51.0,179.0,71.9,3969.31,2020,3,2,1,1,0,1,0.18249999999999994,low,falling
2020-03-30,Wheat,Maharashtra,13.2,25.0,2.1,49.4,6.95,184.0,100.0,126.0,79.8,1783.46,2020,3,2,1,1,1,2,0.22791666666666668,low,falling
2020-03-30,Soybeans,Uttar Pradesh,15.2,50.6,5.3,59.0,7.12,204.0,62.0,97.0,108.2,2554.56,2020,3,2,1,0,0,0,0.07583333333333335,low,falling
2020-03-31,Rice,Maharashtra,15.5,46.7,0.8,32.8,7.18,202.0,91.0,151.0,81.9,2588.03,2020,3,2,1,0,0,0,0.355,low,falling
2020-03-31,Cotton,Maharashtra,16.0,50.4,5.9,47.6,7.47,185.0,64.0,134.0,98.5,5978.17,2020,3,2,1,0,0,0,0.2020833333333333,low,falling
2020-04-01,Rice,Gujarat,18.9,44.5,0.6,49.4,6.48,204.0,67.0,165.0,92.7,3124.22,2020,4,2,2,0,0,0,0.23916666666666672,low,rising
2020-04-02,Rice,Maharashtra,10.5,32.7,0.1,49.3,6.91,241.0,146.0,115.0,76.8,2911.61,2020,4,2,2,1,1,2,0.4820833333333334,low,rising
2020-04-02,Corn,Rajasthan,19.3,31.3,2.3,60.5,6.34,248.0,122.0,69.0,80.7,1925.22,2020,4,2,2,0,1,1,0.19499999999999998,low,rising
2020-04-03,Soybeans,Maharashtra,15.5,35.8,1.3,44.2,7.99,212.0,120.0,89.0,87.8,5040.05,2020,4,2,2,0,1,1,0.3712500000000001,low,rising
2020-04-04,Soybeans,Haryana,14.5,49.0,0.4,60.4,7.52,252.0,135.0,89.0,89.6,3058.22,2020,4,2,2,1,0,1,0.4625,low,falling
2020-04-05,Wheat,Madhya Pradesh,14.9,51.6,0.2,47.8,7.57,240.0,124.0,104.0,73.0,2218.92,2020,4,2,2,1,0,1,0.45208333333333334,low,rising
2020-04-06,Cotton,Karnataka,10.5,42.1,1.3,45.0,6.4,115.0,116.0,197.0,73.6,5666.72,2020,4,2,2,1,0,1,0.2766666666666667,low,falling
2020-04-06,Corn,Haryana,10.9,53.3,0.4,43.3,6.66,223.0,55.0,151.0,89.5,1643.97,2020,4,2,2,1,0,1,0.22250000000000003,low,falling
2020-04-07,Wheat,Maharashtra,16.0,43.5,1.1,42.7,7.27,85.0,96.0,206.0,92.8,1831.75,2020,4,2,2,0,0,0,0.27374999999999994,low,falling
2020-04-07,Cotton,Maharashtra,14.1,28.7,0.2,58.7,8.02,151.0,133.0,149.0,102.4,5032.36,2020,4,2,2,1,1,2,0.46583333333333327,low,falling
2020-04-08,Wheat,Rajasthan,20.9,38.1,1.8,68.3,7.89,153.0,161.0,122.0,68.4,2058.41,2020,4,2,2,0,1,1,0.45791666666666664,low,falling
2020-04-08,Rice,Punjab,19.4,40.3,3.6,52.6,6.0,169.0,59.0,75.0,106.2,2000.3,2020,4,2,2,0,0,0,0.0,low,falling
2020-04-09,Wheat,Karnataka,11.6,42.5,0.2,41.6,6.82,260.0,58.0,204.0,86.3,2101.24,2020,4,2,2,1,0,1,0.5216666666666667,low,falling
2020-04-09,Corn,Gujarat,21.8,46.5,2.5,46.0,6.94,176.0,84.0,133.0,90.5,1865.83,2020,4,2,2,0,0,0,0.17666666666666672,low,rising
2020-04-10,Rice,Uttar Pradesh,18.6,38.4,0.0,54.1,6.32,196.0,73.0,195.0,114.7,2306.59,2020,4,2,2,0,1,1,0.3191666666666667,low,falling
2020-04-10,Cotton,Madhya Pradesh,20.3,36.3,1.1,66.2,7.73,266.0,85.0,206.0,111.4,6307.52,2020,4,2,2,0,1,1,0.7470833333333333,low,falling
2020-04-10,Cotton,Karnataka,16.0,32.8,0.2,49.1,6.32,196.0,130.0,215.0,92.2,4041.86,2020,4,2,2,0,1,1,0.5758333333333334,low,falling
2020-04-11,Corn,Karnataka,10.5,52.8,0.6,53.0,6.98,246.0,91.0,260.0,93.1,1800.96,2020,4,2,2,1,0,1,0.8033333333333335,low,rising
2020-04-12,Corn,Haryana,15.6,62.5,0.1,52.9,6.0,253.0,85.0,97.0,119.7,1658.68,2020,4,2,2,0,0,0,0.135,low,falling
2020-04-12,Corn,Punjab,20.0,39.8,0.2,53.8,7.24,185.0,103.0,177.0,120.4,1997.54,2020,4,2,2,0,1,1,0.4466666666666667,low,rising
2020-04-12,Corn,Maharashtra,14.0,42.8,0.2,40.2,7.33,220.0,69.0,162.0,88.2,1816.84,2020,4,2,2,1,0,1,0.38208333333333333,low,rising
2020-04-13,Soybeans,Punjab,11.0,47.9,0.6,61.6,6.23,258.0,98.0,135.0,102.1,4108.28,2020,4,2,2,1,0,1,0.34625000000000006,low,falling
2020-04-14,Cotton,Punjab,17.6,25.0,1.8,44.8,7.69,246.0,155.0,136.0,107.0,4870.2,2020,4,2,2,0,1,1,0.6920833333333334,low,falling
2020-04-14,Rice,Karnataka,12.6,59.3,0.1,48.2,7.12,144.0,91.0,156.0,99.5,2448.31,2020,4,2,2,1,0,1,0.21916666666666668,low,falling
2020-04-14,Soybeans,Karnataka,16.0,51.7,0.4,49.6,7.39,170.0,54.0,184.0,87.5,4094.46,2020,4,2,2,0,0,0,0.2879166666666666,low,falling
2020-04-15,Soybeans,Maharashtra,12.3,46.7,0.6,46.2,7.01,272.0,145.0,113.0,85.3,4021.29,2020,4,2,2,1,0,1,0.5620833333333333,low,falling
2020-04-15,Corn,Punjab,16.3,49.5,0.8,51.6,7.63,246.0,101.0,155.0,113.3,1125.56,2020,4,2,2,0,0,0,0.5679166666666666,low,falling
2020-04-16,Rice,Uttar Pradesh,17.9,41.7,1.1,39.6,6.48,296.0,101.0,188.0,100.1,2119.76,2020,4,2,2,0,0,0,0.6591666666666667,low,falling
2020-04-16,Cotton,Gujarat,13.4,36.1,1.4,59.4,6.67,238.0,153.0,102.0,75.9,5866.62,2020,4,2,2,1,1,2,0.4245833333333333,low,falling
2020-04-17,Cotton,Uttar Pradesh,17.1,48.3,0.5,52.4,6.53,122.0,77.0,145.0,88.9,3250.0,2020,4,2,2,0,0,0,0.007083333333333358,low,falling
2020-04-17,Corn,Maharashtra,14.9,32.9,1.9,67.1,7.08,195.0,76.0,158.0,72.2,1474.28,2020,4,2,2,1,1,2,0.29833333333333334,low,falling
2020-04-18,Rice,Punjab,13.3,63.9,0.1,51.7,6.92,309.0,138.0,156.0,91.2,2105.64,2020,4,2,2,1,0,1,0.7633333333333334,low,falling
2020-04-18,Corn,Gujarat,22.8,51.7,2.4,61.1,6.09,202.0,78.0,129.0,94.2,1741.39,2020,4,2,2,0,0,0,0.10208333333333332,low,falling
2020-04-18,Rice,Karnataka,14.7,36.4,0.1,49.0,6.87,225.0,106.0,162.0,83.2,2495.88,2020,4,2,2,1,1,2,0.4604166666666667,low,falling
2020-04-19,Corn,Rajasthan,17.4,34.7,1.4,49.3,6.68,204.0,97.0,176.0,76.9,1617.07,2020,4,2,2,0,1,1,0.4008333333333333,low,falling
2020-04-19,Soybeans,Punjab,10.9,38.3,0.6,57.0,6.44,155.0,41.0,105.0,100.7,4681.35,2020,4,2,2,1,1,2,0.0,low,rising
2020-04-19,Wheat,Maharashtra,12.1,43.5,0.3,60.8,7.14,235.0,103.0,134.0,92.7,2171.47,2020,4,2,2,1,0,1,0.4158333333333333,low,rising
2020-04-20,Corn,Maharashtra,11.2,46.0,1.4,62.8,6.53,151.0,126.0,164.0,81.4,1668.3,2020,4,2,2,1,0,1,0.30625,low,falling
2020-04-20,Soybeans,Karnataka,17.3,52.8,0.1,54.6,6.91,179.0,121.0,143.0,113.7,3138.17,2020,4,2,2,0,0,0,0.33708333333333335,low,falling
2020-04-20,Cotton,Rajasthan,16.1,44.9,0.0,60.1,6.68,201.0,79.0,174.0,84.1,6883.65,2020,4,2,2,0,0,0,0.32666666666666666,low,rising
2020-04-21,Soybeans,Karnataka,14.4,50.3,1.2,46.9,6.5,174.0,76.0,144.0,68.3,5272.04,2020,4,2,2,1,0,1,0.12666666666666665,low,rising
2020-04-21,Rice,Haryana,12.2,43.0,1.3,59.3,6.95,182.0,59.0,146.0,94.9,2620.8,2020,4,2,2,1,0,1,0.1529166666666667,low,falling
2020-04-21,Rice,Rajasthan,20.0,57.2,0.3,49.7,7.58,165.0,106.0,227.0,69.4,2489.36,2020,4,2,2,0,0,0,0.6158333333333335,low,falling
2020-04-22,Cotton,Madhya Pradesh,22.9,34.7,1.0,56.4,7.2,204.0,200.0,180.0,99.3,3724.6,2020,4,2,2,0,1,1,0.8225,low,falling
2020-04-22,Wheat,Karnataka,12.6,52.1,3.1,48.2,7.39,229.0,90.0,252.0,78.1,1591.15,2020,4,2,2,1,0,1,0.7820833333333332,low,falling
2020-04-23,Soybeans,Madhya Pradesh,14.0,45.1,0.8,39.1,6.13,252.0,109.0,233.0,87.2,3855.01,2020,4,2,2,1,0,1,0.6820833333333334,low,falling
2020-04-23,Cotton,Gujarat,20.7,52.8,0.1,45.1,6.86,251.0,127.0,110.0,105.5,4881.24,2020,4,2,2,0,0,0,0.4208333333333334,low,falling
2020-04-24,Rice,Haryana,16.3,45.5,1.1,53.9,7.09,98.0,41.0,123.0,134.4,2241.72,2020,4,2,2,0,0,0,0.0,low,falling
2020-04-24,Cotton,Haryana,21.6,45.5,2.1,41.0,7.76,229.0,79.0,176.0,109.8,4473.69,2020,4,2,2,0,0,0,0.5383333333333333,low,falling
2020-04-25,Corn,Karnataka,11.4,43.4,0.7,56.4,7.93,109.0,85.0,153.0,96.1,1326.74,2020,4,2,2,1,0,1,0.20291666666666663,low,falling
2020-04-25,Rice,Haryana,17.1,53.2,0.8,47.2,7.49,306.0,130.0,179.0,113.3,1643.12,2020,4,2,2,0,0,0,0.8770833333333334,low,falling
2020-04-26,Corn,Rajasthan,18.1,42.0,1.0,57.3,7.72,218.0,80.0,182.0,80.3,1742.83,2020,4,2,2,0,0,0,0.5291666666666667,low,falling
2020-04-27,Cotton,Uttar Pradesh,13.9,48.8,0.4,53.3,7.5,169.0,93.0,183.0,81.9,6922.31,2020,4,2,2,1,0,1,0.4258333333333333,low,rising
2020-04-27,Cotton,Madhya Pradesh,17.6,42.7,0.4,48.5,7.86,222.0,80.0,131.0,94.9,5804.41,2020,4,2,2,0,0,0,0.3866666666666667,low,falling
2020-04-27,Rice,Madhya Pradesh,16.1,54.1,0.9,47.0,6.56,264.0,89.0,121.0,86.2,2632.38,2020,4,2,2,0,0,0,0.3258333333333333,low,falling
2020-04-28,Cotton,Madhya Pradesh,18.2,56.9,1.6,55.5,7.48,253.0,103.0,170.0,103.9,6353.48,2020,4,2,2,0,0,0,0.6233333333333334,low,rising
2020-04-28,Soybeans,Rajasthan,14.0,47.9,0.5,43.3,7.7,184.0,94.0,118.0,63.2,4796.73,2020,4,2,2,1,0,1,0.2750000000000001,low,rising
2020-04-28,Rice,Haryana,14.2,42.8,3.6,52.4,6.74,238.0,55.0,133.0,89.2,1826.38,2020,4,2,2,1,0,1,0.21000000000000002,low,falling
2020-04-29,Wheat,Gujarat,19.5,44.0,0.6,42.2,6.64,179.0,59.0,128.0,91.0,1809.67,2020,4,2,2,0,0,0,0.04666666666666662,low,falling
